,주소,단지명_공시가,동수,세대수,동명_공시가,지상층수,사용승인일
22535,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,116,19,20080108
22536,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,120,20,20080108
22537,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,114,17,20080108
22538,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,110,16,20080108
22539,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,104,17,20080108
22540,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,117,19,20080108
22541,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,105,20,20080108
22542,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,118,21,20080108
22543,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,106,20,20080108
22544,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,121,22,20080108
22545,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,122,20,20080108
22546,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,123,20,20080108
22547,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,124,21,20080108
22548,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,130,18,20080108
22549,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,133,22,20080108
22550,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,132,21,20080108
22551,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,134,19,20080108
22552,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,126,22,20080108
22553,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,127,18,20080108
22554,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,128,17,20080108
22555,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,129,18,20080108
22556,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,131,20,20080108
22557,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,135,21,20080108
22558,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,140,18,20080108
22559,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,141,19,20080108
22560,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,137,19,20080108
22561,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,139,19,20080108
22562,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,142,19,20080108
22563,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,138,19,20080108
22564,서울특별시 강서구 화곡동 1159,"우장산아이파크,이편한세상",42,2517,136,20,20080108
22565,서울특별시 강서구 방화동 537-1,지니스힐,1,19,,6,20080701
22566,서울특별시 은평구 구산동 226,구산그린빌,2,203,102,10,20090211
22567,서울특별시 은평구 녹번동 141-8,동호스카이,1,27,,10,20090730
22568,서울특별시 은평구 응암동 93-8,경원파발리안,1,26,,14,20090818
22569,서울특별시 은평구 응암동 93-6,명남더블레스,1,52,,14,20090827
22570,서울특별시 은평구 신사동 7-11,개성하이뷰,1,18,개성하이뷰,7,20090901
22571,서울특별시 은평구 불광동 635,북한산힐스테이트1차아파트,11,603,1108,12,20090716
22572,서울특별시 은평구 불광동 635,북한산힐스테이트1차아파트,11,603,1109,12,20090716
22573,서울특별시 은평구 불광동 635,북한산힐스테이트1차아파트,11,603,1110,12,20090716
22574,서울특별시 은평구 불광동 635,북한산힐스테이트1차아파트,11,603,1111,11,20090716
22575,서울특별시 은평구 불광동 635,북한산힐스테이트1차아파트,11,603,1101,12,20090716
22576,서울특별시 은평구 불광동 635,북한산힐스테이트1차아파트,11,603,1102,12,20090716
22577,서울특별시 은평구 불광동 635,북한산힐스테이트1차아파트,11,603,1103,12,20090716
22578,서울특별시 은평구 불광동 635,북한산힐스테이트1차아파트,11,603,1104,12,20090716
22579,서울특별시 은평구 불광동 635,북한산힐스테이트1차아파트,11,603,1105,12,20090716
22801,서울특별시 은평구 수색동 415-1,대림한숲(DMC이편한세상),15,1440,109,15,20030710
22802,서울특별시 은평구 수색동 415-1,대림한숲(DMC이편한세상),15,1440,108,15,20030710
22803,서울특별시 은평구 수색동 415-1,대림한숲(DMC이편한세상),15,1440,107,15,20030710
22804,서울특별시 은평구 수색동 415-1,대림한숲(DMC이편한세상),15,1440,106,15,20030710
22805,서울특별시 은평구 수색동 415-1,대림한숲(DMC이편한세상),15,1440,105,15,20030710
22806,서울특별시 은평구 수색동 415-1,대림한숲(DMC이편한세상),15,1440,104,15,20030710
22807,서울특별시 은평구 수색동 415-1,대림한숲(DMC이편한세상),15,1440,103,14,20030710
22808,서울특별시 은평구 수색동 415-1,대림한숲(DMC이편한세상),15,1440,102,14,20030710
22809,서울특별시 은평구 수색동 415-1,대림한숲(DMC이편한세상),15,1440,101,15,20030710
22810,서울특별시 은평구 수색동 415-1,대림한숲(DMC이편한세상),15,1440,113,14,20030710
22811,서울특별시 은평구 수색동 415-1,대림한숲(DMC이편한세상),15,1440,114,15,20030710
22812,서울특별시 은평구 수색동 415-1,대림한숲(DMC이편한세상),15,1440,115,13,20030710
22813,서울특별시 은평구 수색동 416-1,진흥엣세벨,6,280,103,15,20030725
22814,서울특별시 은평구 수색동 416-1,진흥엣세벨,6,280,104,15,20030725
22815,서울특별시 은평구 수색동 416-1,진흥엣세벨,6,280,105,15,20030725
22816,서울특별시 은평구 수색동 416-1,진흥엣세벨,6,280,101,12,20030725
22817,서울특별시 은평구 수색동 416-1,진흥엣세벨,6,280,102,16,20030725
22818,서울특별시 은평구 수색동 416-1,진흥엣세벨,6,280,106,13,20030725
22819,서울특별시 은평구 응암동 4-40,청송아파트,1,14,,7,20000712
22820,서울특별시 은평구 역촌동 50-24,디딤빌아파트,1,19,디딤빌아파트,9,20001009
22821,서울특별시 은평구 역촌동 50-45,예승,1,17,,9,20021023
22822,서울특별시 은평구 역촌동 52-15,만민라이프,1,12,,6,20020723
22823,서울특별시 은평구 역촌동 52-26,귀빈,1,10,,6,20021213
22824,서울특별시 은평구 역촌동 57-39,월드,1,10,,6,20030129
22825,서울특별시 은평구 역촌동 58-4,부호(101동),1,19,101,6,20040804
22826,서울특별시 은평구 역촌동 58-9,부호(102동),1,19,102,7,20040903
22827,서울특별시 은평구 역촌동 58-41,부호(103동),1,19,103,7,20040826
22828,서울특별시 은평구 역촌동 59-15,만민라이프(A동),1,17,,7,20040416
22829,서울특별시 은평구 역촌동 59-18,만민라이프(B동),1,17,,7,20040426
22830,서울특별시 은평구 역촌동 62-16,무궁화,3,72,A,6,19720817
22831,서울특별시 은평구 역촌동 63-2,소망,1,10,,6,20020208
22832,서울특별시 은평구 역촌동 63-16,뉴캐슬,1,19,,7,20030917
22833,서울특별시 은평구 역촌동 64-15,신아굿모닝(64-15),1,18,,7,20050118
22834,서울특별시 은평구 역촌동 68-19,이즈캐슬,1,11,,7,20040513
22835,서울특별시 은평구 역촌동 68-22,궁전,1,18,,9,19940311
22836,서울특별시 은평구 역촌동 71-1,현대타운,1,18,,9,19961127
22837,서울특별시 은평구 역촌동 72-4,명남뉴아파트,1,19,,7,20040715
22838,서울특별시 구로구 구로동 98,대림오페라타워,1,39,,21,19961223
22839,서울특별시 구로구 구로동 740-25,(740-25),1,5,,5,19970128
22840,서울특별시 구로구 구로동 106,동도아르떼빌,1,31,,10,20031119
22841,서울특별시 구로구 온수동 99-1,두양그린A동,1,19,,5,20020619
22842,서울특별시 구로구 구로동 807-30,(807-30),1,10,,5,19960530
22843,서울특별시 구로구 구로동 798-22,(798-22),1,10,,5,19961209
22844,서울특별시 구로구 구로동 807-17,재선주택,1,10,,5,19951220
22845,서울특별시 구로구 개봉동 318-1,신양지(나동),1,15,,5,20041216
22846,서울특별시 구로구 구로동 744-16,(744-16),1,10,,5,19951212
22847,서울특별시 구로구 구로동 806-62,(806-62),1,5,,5,19960713
22848,서울특별시 구로구 구로동 770-54,(770-54),1,5,,5,19961126
22849,서울특별시 구로구 구로동 798-21,(798-21),1,10,,5,19841018
22850,서울특별시 구로구 구로동 110-1,희훈타워빌,1,73,희훈타워빌,30,19980418
22851,서울특별시 마포구 망원동 417-2,한강로얄스위트,1,14,,7,20051202
22852,서울특별시 마포구 망원동 418-5,크라운빌,1,18,,10,20010808
22853,서울특별시 마포구 망원동 418-29,예향,1,19,,6,20011214
22854,서울특별시 마포구 망원동 419-3,참존1차(419-3),1,19,참존아파트,7,20050905
22855,서울특별시 마포구 망원동 420,성원1,1,100,101,16,19980627
22856,서울특별시 마포구 망원동 422-11,태영,1,12,,7,20021230
22857,서울특별시 마포구 망원동 422-12,청화,1,18,,7,20030512
22858,서울특별시 마포구 망원동 429-4,대성1,1,43,,5,19940928
22859,서울특별시 마포구 망원동 432-63,신부,1,19,,6,20010616
22860,서울특별시 마포구 망원동 433-3,성신,3,70,나,5,19760511
22861,서울특별시 마포구 망원동 433-3,성신,3,70,다,5,19760511
22862,서울특별시 마포구 망원동 433-3,성신,3,70,가,5,19760511
22912,서울특별시 서대문구 북아현동 1-422,비버리힐,1,19,,7,20050708
22913,서울특별시 서대문구 북아현동 1-1201,조은1차,1,14,101,7,20041001
22914,서울특별시 마포구 성산동 25-1,라인성서,1,11,,7,20050713
22915,서울특별시 마포구 성산동 49-3,월드,1,10,,5,20001121
22916,서울특별시 마포구 성산동 50-1,골든빌3차,1,12,,7,20030826
22917,서울특별시 마포구 성산동 65-2,골든빌6차,1,9,,5,20041201
22918,서울특별시 마포구 성산동 114-3,성일빌딩,1,16,,10,20070823
22919,서울특별시 서대문구 홍제동 373,태영으뜸(데시앙),1,214,,18,19980731
22920,서울특별시 서대문구 홍제동 453,청구1차,14,862,113,12,19940630
22921,서울특별시 서대문구 홍제동 453,청구1차,14,862,112,12,19940630
22922,서울특별시 서대문구 홍제동 453,청구1차,14,862,111,10,19940630
22923,서울특별시 서대문구 홍제동 453,청구1차,14,862,110,15,19940630
22924,서울특별시 서대문구 홍제동 453,청구1차,14,862,109,15,19940630
22925,서울특별시 서대문구 홍제동 453,청구1차,14,862,108,17,19940630
22926,서울특별시 서대문구 홍제동 453,청구1차,14,862,107,12,19940630
22927,서울특별시 은평구 불광동 635,북한산힐스테이트1차아파트,11,603,1106,12,20090716
22928,서울특별시 은평구 불광동 635,북한산힐스테이트1차아파트,11,603,1107,12,20090716
22929,서울특별시 은평구 수색동 75,수색자이1단지,1,209,디엠씨 자이1단지,19,20090924
22930,서울특별시 은평구 증산동 223-28,DMC자이2단지,1,115,,19,20090924
22931,서울특별시 은평구 역촌동 31-6,아그네스풍림아이원,1,64,,11,20090930
22932,서울특별시 은평구 응암동 119-29,마이유,1,33,,13,20091102
22933,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,321,7,20091113
22934,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,322,6,20091113
22935,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,310,15,20091113
22936,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,311,18,20091113
22937,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,312,13,20091113
22938,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,313,18,20091113
22939,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,314,19,20091113
22940,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,315,12,20091113
22941,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,316,11,20091113
22942,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,317,9,20091113
22943,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,318,16,20091113
22944,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,319,7,20091113
22945,서울특별시 은평구 진관동 107,은평뉴타운마고정(센트레빌3단지),13,659,320,7,20091113
22946,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,326,9,20091126
22947,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,327,14,20091126
22948,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,328,11,20091126
22949,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,329,10,20091126
22950,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,330,15,20091126
22951,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,331,18,20091126
22952,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,332,12,20091126
22953,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,333,17,20091126
22954,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,334,8,20091126
22955,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,335,15,20091126
22956,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,323,6,20091126
22957,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,324,9,20091126
22958,서울특별시 은평구 진관동 105,은평뉴타운마고정2단지,13,434,325,7,20091126
22959,서울특별시 은평구 진관동 106,은평뉴타운마고정(동부센트레빌11단지),9,469,309,15,20091126
22960,서울특별시 은평구 진관동 106,은평뉴타운마고정(동부센트레빌11단지),9,469,301,15,20091126
22961,서울특별시 은평구 진관동 106,은평뉴타운마고정(동부센트레빌11단지),9,469,302,15,20091126
22962,서울특별시 은평구 진관동 106,은평뉴타운마고정(동부센트레빌11단지),9,469,303,15,20091126
22963,서울특별시 은평구 진관동 106,은평뉴타운마고정(동부센트레빌11단지),9,469,304,15,20091126
22964,서울특별시 은평구 진관동 106,은평뉴타운마고정(동부센트레빌11단지),9,469,305,18,20091126
22965,서울특별시 은평구 진관동 106,은평뉴타운마고정(동부센트레빌11단지),9,469,306,18,20091126
22966,서울특별시 은평구 진관동 106,은평뉴타운마고정(동부센트레빌11단지),9,469,307,18,20091126
22967,서울특별시 은평구 진관동 106,은평뉴타운마고정(동부센트레빌11단지),9,469,308,15,20091126
22968,서울특별시 은평구 역촌동 58-33,신아굿모닝,1,12,,7,20091215
22969,서울특별시 은평구 진관동 81,은평뉴타운우물골(두산위브6단지),11,353,245,10,20091223
22970,서울특별시 은평구 진관동 81,은평뉴타운우물골(두산위브6단지),11,353,246,12,20091223
22971,서울특별시 은평구 진관동 81,은평뉴타운우물골(두산위브6단지),11,353,247,14,20091223
22972,서울특별시 성북구 길음동 635-168,신안파크,3,252,1,13,19881126
22973,서울특별시 성북구 길음동 635-168,신안파크,3,252,3,13,19881126
22974,서울특별시 성북구 길음동 635-168,신안파크,3,252,2,13,19881126
22982,서울특별시 성북구 길음동 1076,신아,1,10,,5,19750000
22983,서울특별시 도봉구 창동 299,상아1차아파트,5,694,1동,14,19871127
22984,서울특별시 도봉구 창동 299,상아1차아파트,5,694,2동,14,19871127
22985,서울특별시 도봉구 창동 299,상아1차아파트,5,694,5동,14,19871127
22986,서울특별시 도봉구 창동 299,상아1차아파트,5,694,4동,14,19871127
22987,서울특별시 도봉구 창동 299,상아1차아파트,5,694,3동,14,19871127
22988,서울특별시 도봉구 창동 300,상아2차아파트,4,427,6동,12,19880211
22989,서울특별시 도봉구 창동 300,상아2차아파트,4,427,9동,11,19880211
22990,서울특별시 도봉구 창동 300,상아2차아파트,4,427,8동,11,19880211
22991,서울특별시 도봉구 창동 300,상아2차아파트,4,427,7동,12,19880211
22992,서울특별시 도봉구 창동 305,창동주공1단지,6,808,101동,15,19900906
22993,서울특별시 도봉구 창동 305,창동주공1단지,6,808,105동,15,19900906
22994,서울특별시 도봉구 창동 305,창동주공1단지,6,808,102동,15,19900906
22995,서울특별시 도봉구 창동 305,창동주공1단지,6,808,106동,15,19900906
22996,서울특별시 도봉구 창동 305,창동주공1단지,6,808,104동,15,19900906
22997,서울특별시 도봉구 창동 305,창동주공1단지,6,808,103동,15,19900906
22998,서울특별시 도봉구 창동 316,창동주공2단지,5,750,201동,15,19900712
22999,서울특별시 도봉구 창동 316,창동주공2단지,5,750,202동,15,19900712
23000,서울특별시 도봉구 창동 316,창동주공2단지,5,750,205동,15,19900712
23001,서울특별시 도봉구 창동 316,창동주공2단지,5,750,204동,15,19900712
23002,서울특별시 도봉구 창동 316,창동주공2단지,5,750,203동,15,19900712
23003,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,301동,15,19900906
23004,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,323동,15,19900906
23005,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,322동,15,19900906
23006,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,321동,15,19900906
23007,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,320동,15,19900906
23008,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,319동,15,19900906
23009,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,318동,15,19900906
23010,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,317동,15,19900906
23011,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,316동,15,19900906
23012,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,315동,15,19900906
23013,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,314동,15,19900906
23014,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,313동,15,19900906
23015,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,312동,15,19900906
23016,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,311동,15,19900906
23017,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,310동,15,19900906
23018,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,309동,15,19900906
23019,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,308동,15,19900906
23020,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,307동,15,19900906
23021,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,306동,15,19900906
23022,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,305동,15,19900906
23023,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,304동,15,19900906
23024,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,303동,15,19900906
23025,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,302동,15,19900906
23026,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,324동,5,19900906
23027,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,325동,5,19900906
23028,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,327동,5,19900906
23029,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,329동,5,19900906
23030,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,332동,5,19900906
23031,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,331동,5,19900906
23032,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,330동,5,19900906
23033,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,328동,5,19900906
23034,서울특별시 도봉구 창동 347,창동주공3단지(해등마을),32,2856,326동,5,19900906
23035,서울특별시 도봉구 창동 366,서울가든,8,160,101동,5,19920806
23036,서울특별시 도봉구 창동 366,서울가든,8,160,108동,5,19920806
23037,서울특별시 도봉구 창동 366,서울가든,8,160,105동,5,19920806
23038,서울특별시 도봉구 창동 366,서울가든,8,160,103동,5,19920806
23260,서울특별시 서대문구 홍제동 453,청구1차,14,862,106,12,19940630
23261,서울특별시 서대문구 홍제동 453,청구1차,14,862,105,15,19940630
23262,서울특별시 서대문구 홍제동 453,청구1차,14,862,104,15,19940630
23263,서울특별시 서대문구 홍제동 453,청구1차,14,862,103,18,19940630
23264,서울특별시 서대문구 홍제동 453,청구1차,14,862,102,17,19940630
23265,서울특별시 서대문구 홍제동 453,청구1차,14,862,101,17,19940630
23266,서울특별시 서대문구 홍제동 453,청구1차,14,862,114,12,19940630
23267,서울특별시 서대문구 홍제동 453-1,청구2차,1,90,201,15,19970228
23268,서울특별시 서대문구 홍제동 454,유원하나,6,704,102,18,19960807
23269,서울특별시 서대문구 홍제동 454,유원하나,6,704,105,18,19960807
23270,서울특별시 서대문구 홍제동 454,유원하나,6,704,104,18,19960807
23271,서울특별시 서대문구 홍제동 454,유원하나,6,704,103,18,19960807
23272,서울특별시 서대문구 홍제동 454,유원하나,6,704,101,15,19960807
23273,서울특별시 서대문구 홍제동 454,유원하나,6,704,106,13,19960807
23274,서울특별시 서대문구 홍제동 455,현대그린,2,240,101,15,19960722
23275,서울특별시 서대문구 홍제동 455,현대그린,2,240,102,15,19960722
23276,서울특별시 서대문구 홍제동 456,성원,3,242,101,17,19980511
23277,서울특별시 서대문구 홍제동 456,성원,3,242,103,17,19980511
23278,서울특별시 서대문구 홍제동 456,성원,3,242,102,17,19980511
23279,서울특별시 서대문구 홍제동 457,남양,3,192,103,18,19990930
23280,서울특별시 서대문구 홍제동 457,남양,3,192,102,16,19990930
23281,서울특별시 서대문구 홍제동 457,남양,3,192,101,23,19990930
23282,서울특별시 서대문구 홍제동 458,조한,1,26,101,14,20000707
23283,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,110,18,20000614
23284,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,113,18,20000614
23285,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,114,18,20000614
23286,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,112,18,20000614
23287,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,111,18,20000614
23288,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,115,18,20000614
23289,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,109,18,20000614
23290,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,108,18,20000614
23291,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,107,18,20000614
23292,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,106,18,20000614
23293,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,105,18,20000614
23294,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,104,18,20000614
23295,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,103,18,20000614
23296,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,102,18,20000614
23297,서울특별시 서대문구 홍제동 459,홍제원현대(459-0),15,939,101,18,20000614
23298,서울특별시 서대문구 홍제동 460,인왕산현대,10,700,101,18,20000705
23299,서울특별시 서대문구 홍제동 460,인왕산현대,10,700,102,14,20000705
23300,서울특별시 서대문구 홍제동 460,인왕산현대,10,700,104,18,20000705
23301,서울특별시 은평구 역촌동 79-50,코아,1,12,,7,20030530
23302,서울특별시 은평구 역촌동 81-17,태경맨션,1,9,,5,20040404
23303,서울특별시 은평구 역촌동 83-26,명남뉴,1,12,,7,20050617
23304,서울특별시 은평구 역촌동 83-67,청운퀸즈,1,16,,9,20011023
23305,서울특별시 은평구 역촌동 85-12,센타폴리스,1,73,,15,20041028
23306,서울특별시 은평구 역촌동 85-41,리더스파크,1,52,,15,20060526
23307,서울특별시 은평구 역촌동 219,두성아파트,1,15,,7,20041201
23308,서울특별시 은평구 역촌동 231,한국리치빌,1,75,,15,20031017
23309,서울특별시 은평구 증산동 220-1,DMC덕원,1,84,,18,19971215
23310,서울특별시 은평구 증산동 244,DMC우방,3,429,101,22,20000320
23311,서울특별시 은평구 증산동 244,DMC우방,3,429,103,20,20000320
23312,서울특별시 은평구 증산동 244,DMC우방,3,429,102,23,20000320
23313,서울특별시 은평구 증산동 248,증산중앙하이츠,1,122,101,18,20010907
23314,서울특별시 은평구 증산동 249,태광,1,40,,9,20020403
23315,서울특별시 은평구 증산동 250,DMC월드,1,119,101,18,20020702
23316,서울특별시 은평구 증산동 251,선정(178),1,40,101,11,20021101
23440,서울특별시 관악구 봉천동 1708,두산,25,2001,109,23,20001228
23441,서울특별시 관악구 봉천동 1708,두산,25,2001,108,23,20001228
23442,서울특별시 관악구 봉천동 1708,두산,25,2001,107,23,20001228
23443,서울특별시 관악구 봉천동 905-10,노블레스,1,19,,7,20051108
23444,서울특별시 관악구 봉천동 1708,두산,25,2001,106,23,20001228
23445,서울특별시 강남구 논현동 275,동부센트레빌,4,160,104,11,20031224
23446,서울특별시 강남구 청담동 110,청담대우멤버스카운티8차,1,10,,5,20040703
23447,서울특별시 강남구 논현동 275,동부센트레빌,4,160,103,23,20031224
23448,서울특별시 강남구 대치동 986-14,하이캐슬,1,49,101,11,20080321
23449,서울특별시 강남구 신사동 551-5,하야트빌,1,15,,6,20050506
23450,서울특별시 강남구 역삼동 707-18,역삼우정에쉐르2,1,70,,11,20040806
23451,서울특별시 강남구 도곡동 968,하이페리온,2,71,102,12,20040310
23452,서울특별시 강남구 도곡동 968,하이페리온,2,71,101,12,20040310
23453,서울특별시 강남구 논현동 107-44,우민,1,70,,6,20020812
23454,서울특별시 강남구 삼성동 87,아이파크,3,449,사우스윙,46,20040318
23455,서울특별시 강남구 삼성동 87,아이파크,3,449,이스트윙,38,20040318
23456,서울특별시 강남구 삼성동 87,아이파크,3,449,웨스트윙,45,20040318
23457,서울특별시 강남구 신사동 626-1,진흥아마란스,1,17,,6,20050323
23458,서울특별시 강남구 논현동 216-1,두영,1,17,,6,20040628
23459,서울특별시 강남구 대치동 910-5,풍림아이원1차103동(910-5),1,19,,7,20030828
23460,서울특별시 강남구 도곡동 467-29,타워팰리스3,1,480,지,69,20040419
23461,서울특별시 강남구 신사동 632,압구정하이츠파크,2,86,비,24,20040420
23462,서울특별시 강남구 신사동 632,압구정하이츠파크,2,86,에이,24,20040420
23463,서울특별시 강남구 신사동 555-11,청림빌,1,11,,6,20041119
23464,서울특별시 강남구 청담동 110-3,청담대우멤버스카운티7차,2,19,702,5,20040416
23465,서울특별시 강남구 청담동 110-3,청담대우멤버스카운티7차,2,19,701,5,20040416
23466,서울특별시 강남구 청담동 110-4,청담대우멤버스카운티6차,2,19,602,5,20040423
23467,서울특별시 강남구 역삼동 824-25,대우디오빌플러스,1,168,,13,20040525
23468,서울특별시 강남구 청담동 110-4,청담대우멤버스카운티6차,2,19,601,5,20040423
23469,서울특별시 강남구 역삼동 636,프리우스역삼102동,1,18,,10,20060627
23470,서울특별시 강남구 신사동 521-18,천지인수지빌,1,15,,6,20030205
23471,서울특별시 강남구 청담동 50-5,대우유로카운티,4,196,104,14,20040422
23472,서울특별시 강남구 청담동 50-5,대우유로카운티,4,196,103,16,20040422
23473,서울특별시 강남구 청담동 104,연세리버빌3,1,19,,12,19990111
23474,서울특별시 강남구 청담동 50-5,대우유로카운티,4,196,102,15,20040422
23475,서울특별시 강남구 청담동 50-5,대우유로카운티,4,196,101,15,20040422
23476,서울특별시 강남구 삼성동 127-5,삼성오네뜨,2,48,101,8,20040324
23477,서울특별시 강남구 삼성동 127-5,삼성오네뜨,2,48,102,8,20040324
23478,서울특별시 강남구 개포동 1164-14,새롬(1164-14),1,15,,7,20000701
23479,서울특별시 강남구 논현동 105-4,한진로즈힐,2,81,102,8,20040527
23480,서울특별시 강남구 논현동 105-4,한진로즈힐,2,81,101,9,20040527
