,주소,단지명_공시가,동수,세대수,동명_공시가,지상층수,사용승인일
0,서울특별시 용산구 이태원동 729,남산대림,16,400,103,5,19941231
1,서울특별시 용산구 이태원동 729,남산대림,16,400,102,5,19941231
2,서울특별시 용산구 이태원동 729,남산대림,16,400,101,5,19941231
3,서울특별시 용산구 이촌동 300-23,한강맨숀,23,660,25,5,19710322
4,서울특별시 용산구 이촌동 193-3,강변,4,146,라,6,19710120
5,서울특별시 용산구 이촌동 193-3,강변,4,146,다,6,19710120
6,서울특별시 용산구 이촌동 193-3,강변,4,146,나,6,19710120
7,서울특별시 용산구 이촌동 193-3,강변,4,146,가,6,19710120
8,서울특별시 용산구 용산동2가 47-5,용암한신,1,47,,8,19820315
9,서울특별시 용산구 한남동 807,한남힐스테이트,6,283,106,15,20031002
10,서울특별시 용산구 한남동 807,한남힐스테이트,6,283,105,14,20031002
11,서울특별시 용산구 한남동 807,한남힐스테이트,6,283,104,15,20031002
12,서울특별시 용산구 한남동 807,한남힐스테이트,6,283,103,12,20031002
13,서울특별시 용산구 한남동 807,한남힐스테이트,6,283,102,14,20031002
14,서울특별시 용산구 한남동 807,한남힐스테이트,6,283,101,13,20031002
15,서울특별시 용산구 한강로3가 89,쌍용스윗닷홈,2,98,102,13,20030930
16,서울특별시 노원구 월계동 929,현대,11,1281,107,21,20001125
17,서울특별시 노원구 월계동 929,현대,11,1281,106,26,20001125
18,서울특별시 노원구 월계동 929,현대,11,1281,105,27,20001125
19,서울특별시 노원구 월계동 929,현대,11,1281,104,27,20001125
20,서울특별시 노원구 월계동 929,현대,11,1281,102,27,20001125
21,서울특별시 노원구 월계동 929,현대,11,1281,101,27,20001125
22,서울특별시 노원구 월계동 930,우남그랜드,2,138,102,14,20011204
23,서울특별시 노원구 월계동 930,우남그랜드,2,138,101,22,20011204
24,서울특별시 노원구 월계동 931,장은하이빌,2,105,102,12,20020513
25,서울특별시 노원구 월계동 931,장은하이빌,2,105,101,19,20020513
26,서울특별시 노원구 공릉동 568-6,씨엠아파트,1,10,씨엠 아파트,7,20061027
27,서울특별시 노원구 공릉동 382-14,신명아파트,1,69,,15,19950501
28,서울특별시 노원구 상계동 463,상계신동아,3,385,103,15,19950602
29,서울특별시 노원구 상계동 463,상계신동아,3,385,102,14,19950602
30,서울특별시 노원구 상계동 463,상계신동아,3,385,101,15,19950602
31,서울특별시 노원구 상계동 626,상계주공14(저층),10,240,1416,5,19890421
32,서울특별시 노원구 공릉동 589-3,새울센스빌아파트,1,17,,6,20031203
33,서울특별시 노원구 상계동 626,상계주공14(저층),10,240,1419,5,19890421
34,서울특별시 노원구 상계동 626,상계주공14(저층),10,240,1418,5,19890421
35,서울특별시 노원구 상계동 626,상계주공14(저층),10,240,1417,5,19890421
36,서울특별시 노원구 상계동 626,상계주공14(고층),16,2025,1407,15,19890421
37,서울특별시 노원구 공릉동 351-2,주완위즈빌,1,19,,6,20041229
38,서울특별시 노원구 상계동 626,상계주공14(고층),16,2025,1406,15,19890421
39,서울특별시 노원구 상계동 626,상계주공14(고층),16,2025,1405,15,19890421
40,서울특별시 노원구 상계동 626,상계주공14(고층),16,2025,1404,15,19890421
41,서울특별시 노원구 상계동 626,상계주공14(고층),16,2025,1403,15,19890421
42,서울특별시 노원구 상계동 626,상계주공14(고층),16,2025,1402,15,19890421
43,서울특별시 노원구 상계동 626,상계주공14(고층),16,2025,1401,15,19890421
44,서울특별시 노원구 상계동 626,상계주공14(고층),16,2025,1408,15,19890421
45,서울특별시 노원구 상계동 1280,희락,1,34,,12,19971118
46,서울특별시 노원구 상계동 626,상계주공14(저층),10,240,1415,5,19890421
47,서울특별시 노원구 상계동 626,상계주공14(저층),10,240,1414,5,19890421
48,서울특별시 노원구 상계동 626,상계주공14(저층),10,240,1413,5,19890421
49,서울특별시 노원구 상계동 626,상계주공14(저층),10,240,1412,5,19890421
50,서울특별시 노원구 상계동 626,상계주공14(저층),10,240,1411,5,19890421
51,서울특별시 노원구 상계동 626,상계주공14(저층),10,240,1410,5,19890421
52,서울특별시 노원구 상계동 626,상계주공14(고층),16,2025,1409,15,19890421
53,서울특별시 노원구 상계동 1101-2,송이월드A동,1,18,,7,20040212
54,서울특별시 노원구 상계동 637,상계주공13(고층),9,939,1301,15,19890421
55,서울특별시 노원구 상계동 637,상계주공13(고층),9,939,1304,15,19890421
56,서울특별시 노원구 상계동 637,상계주공13(고층),9,939,1303,15,19890421
57,서울특별시 노원구 상계동 637,상계주공13(고층),9,939,1302,15,19890421
58,서울특별시 노원구 상계동 637,상계주공13(고층),9,939,1305,15,19890421
59,서울특별시 노원구 상계동 637,상계주공13(고층),9,939,1309,15,19890421
60,서울특별시 노원구 상계동 637,상계주공13(고층),9,939,1308,15,19890421
61,서울특별시 노원구 상계동 637,상계주공13(고층),9,939,1307,15,19890421
62,서울특별시 노원구 상계동 637,상계주공13(고층),9,939,1306,15,19890421
63,서울특별시 노원구 상계동 670,상계주공9(고층),23,2830,908,15,19881024
64,서울특별시 노원구 상계동 670,상계주공9(고층),23,2830,902,15,19881024
65,서울특별시 노원구 상계동 670,상계주공9(고층),23,2830,901,15,19881024
66,서울특별시 노원구 공릉동 748,신도1차아파트,4,342,102,19,20020307
67,서울특별시 노원구 공릉동 748,신도1차아파트,4,342,101,19,20020307
68,서울특별시 노원구 상계동 172,상계대림,5,675,102,15,19890814
69,서울특별시 노원구 상계동 172,상계대림,5,675,105,15,19890814
70,서울특별시 노원구 상계동 172,상계대림,5,675,103,15,19890814
71,서울특별시 노원구 상계동 172,상계대림,5,675,101,15,19890814
72,서울특별시 노원구 상계동 172,상계대림,5,675,106,15,19890814
73,서울특별시 노원구 공릉동 750,녹주아파트,1,40,,11,20021230
74,서울특별시 노원구 상계동 720,상계주공6(고층),28,2646,601,9,19880513
75,서울특별시 노원구 상계동 720,상계주공6(고층),28,2646,602,9,19880513
76,서울특별시 노원구 상계동 737,상계주공3(저층),5,100,310,5,19871121
77,서울특별시 노원구 상계동 730-2,상계주공3(고층),21,2113,316,15,19871121
78,서울특별시 노원구 상계동 730-2,상계주공3(고층),21,2113,305,15,19871121
79,서울특별시 노원구 상계동 730-2,상계주공3(고층),21,2113,304,15,19871121
80,서울특별시 노원구 상계동 730-2,상계주공3(고층),21,2113,303,15,19871121
81,서울특별시 노원구 상계동 730-2,상계주공3(고층),21,2113,306,15,19871121
82,서울특별시 노원구 상계동 730-2,상계주공3(고층),21,2113,314,15,19871121
83,서울특별시 노원구 상계동 730-2,상계주공3(고층),21,2113,313,15,19871121
84,서울특별시 노원구 상계동 730-2,상계주공3(고층),21,2113,312,15,19871121
85,서울특별시 노원구 상계동 737,상계주공3(저층),5,100,311,5,19871121
86,서울특별시 노원구 상계동 737,상계주공3(저층),5,100,309,5,19871121
87,서울특별시 노원구 상계동 737,상계주공3(저층),5,100,308,5,19871121
88,서울특별시 노원구 상계동 737,상계주공3(저층),5,100,307,5,19871121
89,서울특별시 노원구 상계동 730-2,상계주공3(고층),21,2113,315,15,19871121
90,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,101,25,20031223
91,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,102,22,20031223
92,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,103,21,20031223
93,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,105,23,20031223
94,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,107,22,20031223
95,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,109,24,20031223
96,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,112,23,20031223
97,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,119,7,20031223
98,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,118,24,20031223
99,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,117,14,20031223
100,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,116,24,20031223
101,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,115,23,20031223
102,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,114,24,20031223
103,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,113,19,20031223
104,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,111,19,20031223
105,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,110,22,20031223
106,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,108,21,20031223
107,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,106,24,20031223
108,서울특별시 성동구 행당동 349,서울숲한신더휴,19,1410,104,21,20031223
109,서울특별시 성동구 행당동 364,이수브라운스톤,3,208,101,14,20050901
110,서울특별시 성동구 행당동 364,이수브라운스톤,3,208,102,15,20050901
111,서울특별시 성동구 행당동 364,이수브라운스톤,3,208,103,13,20050901
112,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,112,23,20011026
113,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,111,22,20011026
114,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,110,22,20011026
115,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,109,23,20011026
116,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,108,23,20011026
117,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,107,23,20011026
118,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,106,23,20011026
119,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,105,20,20011026
120,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,104,19,20011026
121,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,103,19,20011026
122,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,102,19,20011026
123,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,101,19,20011026
124,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,113,23,20011026
125,서울특별시 성동구 응봉동 15,대림강변타운,14,1150,114,23,20011026
126,서울특별시 성동구 응봉동 97,대림(2차),3,410,102,13,19890921
127,서울특별시 성동구 응봉동 97,대림(2차),3,410,103,13,19890921
128,서울특별시 성동구 응봉동 97,대림(2차),3,410,101,15,19890921
129,서울특별시 성동구 응봉동 98,금호현대,9,644,101,12,19900920
130,서울특별시 성동구 응봉동 98,금호현대,9,644,104,10,19900920
131,서울특별시 성동구 응봉동 98,금호현대,9,644,105,11,19900920
132,서울특별시 성동구 응봉동 98,금호현대,9,644,103,11,19900920
133,서울특별시 성동구 응봉동 98,금호현대,9,644,102,11,19900920
134,서울특별시 성동구 응봉동 98,금호현대,9,644,107,14,19900920
135,서울특별시 성동구 응봉동 98,금호현대,9,644,109,14,19900920
136,서울특별시 성동구 응봉동 98,금호현대,9,644,106,11,19900920
137,서울특별시 성동구 응봉동 98,금호현대,9,644,108,14,19900920
138,서울특별시 성동구 응봉동 100,대림(1차),10,855,10,15,19861023
139,서울특별시 성동구 응봉동 100,대림(1차),10,855,3,15,19861023
140,서울특별시 성동구 응봉동 100,대림(1차),10,855,1,15,19861023
141,서울특별시 성동구 응봉동 100,대림(1차),10,855,2,15,19861023
142,서울특별시 성동구 응봉동 100,대림(1차),10,855,5,15,19861023
143,서울특별시 성동구 응봉동 100,대림(1차),10,855,7,15,19861023
144,서울특별시 성동구 응봉동 100,대림(1차),10,855,11,15,19861023
145,서울특별시 성동구 응봉동 100,대림(1차),10,855,9,15,19861023
146,서울특별시 성동구 응봉동 100,대림(1차),10,855,8,15,19861023
147,서울특별시 성동구 응봉동 100,대림(1차),10,855,6,15,19861023
148,서울특별시 중랑구 중화동 286-22,청원다미소,1,54,,15,20041029
149,서울특별시 중랑구 중화동 297-84,금강,1,10,,6,20030612
150,서울특별시 중랑구 중화동 307-6,강오(B동),1,18,강오주상복합아파트,7,20040518
151,서울특별시 중랑구 중화동 307-76,강오(A동),1,19,강오아파트,7,20040207
152,서울특별시 중랑구 중화동 314-1,태능에셈빌,1,103,태능시장 주상복합빌딩,15,20050328
153,서울특별시 중랑구 중화동 318-81,태솔,1,19,태솔아파트,6,20060516
154,서울특별시 중랑구 중화동 438,삼익아파트.상가동,1,99,,14,19950228
155,서울특별시 용산구 이태원동 124-1,준아트빌,1,24,,14,20080723
156,서울특별시 용산구 이촌동 302-63,한강동부,1,26,101,10,20080926
157,서울특별시 용산구 동빙고동 310-10,노블캐슬,1,16,,7,20081001
158,서울특별시 성동구 송정동 103,금호베스트빌,1,60,101,15,20021230
159,서울특별시 성동구 용답동 15,중앙하이츠,1,136,,20,19951127
160,서울특별시 성동구 용답동 226-4,YM프라젠,1,83,101,15,20071108
161,서울특별시 성동구 하왕십리동 258,청계벽산,7,822,106,21,19960607
162,서울특별시 성동구 하왕십리동 258,청계벽산,7,822,102,15,19960607
163,서울특별시 성동구 하왕십리동 258,청계벽산,7,822,103,18,19960607
164,서울특별시 성동구 하왕십리동 258,청계벽산,7,822,108,15,19960607
165,서울특별시 성동구 하왕십리동 258,청계벽산,7,822,107,21,19960607
166,서울특별시 성동구 하왕십리동 258,청계벽산,7,822,105,18,19960607
167,서울특별시 성동구 하왕십리동 258,청계벽산,7,822,101,15,19960607
168,서울특별시 성동구 하왕십리동 887-2,뉴타운,1,19,뉴타운 아파트,5,20040511
169,서울특별시 성동구 하왕십리동 890-103,상왕아파트,1,19,,6,20020131
170,서울특별시 성동구 하왕십리동 890-115,드림,1,17,.,7,20061220
171,서울특별시 성동구 하왕십리동 990,한신무학,5,480,2,15,19890330
172,서울특별시 성동구 하왕십리동 990,한신무학,5,480,5,15,19890330
173,서울특별시 성동구 하왕십리동 990,한신무학,5,480,4,15,19890330
174,서울특별시 성동구 하왕십리동 990,한신무학,5,480,1,15,19890330
175,서울특별시 성동구 하왕십리동 990,한신무학,5,480,3,15,19890330
176,서울특별시 성동구 하왕십리동 992,무학현대,3,277,101,15,19960315
177,서울특별시 성동구 하왕십리동 992,무학현대,3,277,102,15,19960315
178,서울특별시 성동구 하왕십리동 992,무학현대,3,277,103,15,19960315
179,서울특별시 성동구 하왕십리동 1050,한진그랑빌,1,108,101,21,20010618
180,서울특별시 중구 신당동 845,한진해모로,3,254,102,12,20010618
181,서울특별시 중구 신당동 845,한진해모로,3,254,103,14,20010618
182,서울특별시 중구 신당동 845,한진해모로,3,254,104,12,20010618
183,서울특별시 성동구 하왕십리동 1052,금호베스트빌,6,458,106,24,20011005
184,서울특별시 성동구 하왕십리동 1052,금호베스트빌,6,458,105,12,20011005
185,서울특별시 성동구 하왕십리동 1052,금호베스트빌,6,458,104,12,20011005
186,서울특별시 성동구 하왕십리동 1052,금호베스트빌,6,458,103,23,20011005
187,서울특별시 성동구 하왕십리동 1052,금호베스트빌,6,458,102,20,20011005
188,서울특별시 성동구 하왕십리동 1052,금호베스트빌,6,458,107,22,20011005
189,서울특별시 성동구 하왕십리동 1058,극동미라주,3,414,101,23,20011214
190,서울특별시 성동구 하왕십리동 1058,극동미라주,3,414,103,17,20011214
191,서울특별시 성동구 하왕십리동 1058,극동미라주,3,414,102,23,20011214
192,서울특별시 성동구 하왕십리동 1061,왕십리풍림아이원,15,758,101,18,20041130
193,서울특별시 성동구 하왕십리동 1061,왕십리풍림아이원,15,758,114,18,20041130
194,서울특별시 성동구 하왕십리동 1061,왕십리풍림아이원,15,758,113,18,20041130
195,서울특별시 성동구 하왕십리동 1061,왕십리풍림아이원,15,758,112,18,20041130
196,서울특별시 성동구 하왕십리동 1061,왕십리풍림아이원,15,758,111,18,20041130
197,서울특별시 성동구 하왕십리동 1061,왕십리풍림아이원,15,758,110,18,20041130
198,서울특별시 성동구 하왕십리동 1061,왕십리풍림아이원,15,758,109,18,20041130
199,서울특별시 성동구 하왕십리동 1061,왕십리풍림아이원,15,758,108,17,20041130
200,서울특별시 성동구 하왕십리동 1061,왕십리풍림아이원,15,758,107,18,20041130
201,서울특별시 성동구 하왕십리동 1061,왕십리풍림아이원,15,758,106,18,20041130
202,서울특별시 성동구 하왕십리동 1061,왕십리풍림아이원,15,758,115,18,20041130
203,서울특별시 성동구 하왕십리동 1061,왕십리풍림아이원,15,758,103,18,20041130
204,서울특별시 용산구 이태원동 728,주공1,8,130,107,5,19930424
205,서울특별시 용산구 이태원동 728,주공1,8,130,106,5,19930424
206,서울특별시 용산구 이태원동 728,주공1,8,130,105,5,19930424
207,서울특별시 용산구 이태원동 728,주공1,8,130,104,5,19930424
208,서울특별시 용산구 이태원동 728,주공1,8,130,103,5,19930424
209,서울특별시 용산구 이태원동 728,주공1,8,130,101,5,19930424
210,서울특별시 용산구 산천동 193,리버힐삼성,14,1102,109,20,20010110
211,서울특별시 용산구 이촌동 302-69,정우,1,24,,12,19720501
212,서울특별시 용산구 산천동 193,리버힐삼성,14,1102,108,20,20010110
213,서울특별시 용산구 한강로2가 2-11,한강로대우아이빌,1,110,,15,20040922
214,서울특별시 용산구 산천동 193,리버힐삼성,14,1102,107,20,20010110
215,서울특별시 용산구 이촌동 300-23,한강맨숀,23,660,22,5,19710322
216,서울특별시 용산구 이촌동 300-23,한강맨숀,23,660,23,5,19710322
217,서울특별시 용산구 후암동 143-23,삼안리치8차,1,9,,5,20040517
218,서울특별시 광진구 중곡동 168-1,에이탑,1,12,,6,20030403
219,서울특별시 광진구 중곡동 168-7,KEPCO사택,1,16,,5,20061025
220,서울특별시 광진구 중곡동 190-26,중곡2단지,3,120,5,5,19761020
221,서울특별시 광진구 중곡동 190-26,중곡2단지,3,120,6,5,19761020
222,서울특별시 광진구 중곡동 190-26,중곡2단지,3,120,7,5,19761020
223,서울특별시 광진구 중곡동 191-77,중곡1단지,3,150,1,5,19760519
224,서울특별시 광진구 중곡동 191-77,중곡1단지,3,150,3,5,19760519
225,서울특별시 광진구 중곡동 191-77,중곡1단지,3,150,2,5,19760519
226,서울특별시 광진구 중곡동 231-1,신성그랜드타워,1,18,,8,19960629
227,서울특별시 광진구 중곡동 252-8,진흥아르미,1,18,,7,20050805
228,서울특별시 광진구 중곡동 254-12,호동,1,19,,5,20020522
229,서울특별시 광진구 중곡동 292,에스케이,3,182,101,21,19991130
230,서울특별시 광진구 중곡동 292,에스케이,3,182,103,21,19991130
231,서울특별시 광진구 중곡동 292,에스케이,3,182,102,20,19991130
232,서울특별시 중랑구 망우동 572,용마프라자,1,35,,9,19951030
233,서울특별시 중랑구 망우동 573,신원,1,198,101,22,19990311
234,서울특별시 중랑구 망우동 574,백림금호,1,73,,21,20000518
235,서울특별시 중랑구 망우동 575,청광,1,105,,15,20011218
236,서울특별시 중랑구 망우동 576,가야써니빌,1,66,,12,20020523
237,서울특별시 중랑구 망우동 577,예성그린캐슬,4,191,101,15,20040525
238,서울특별시 중랑구 망우동 577,예성그린캐슬,4,191,103,20,20040525
239,서울특별시 중랑구 망우동 577,예성그린캐슬,4,191,104,20,20040525
240,서울특별시 중랑구 망우동 577,예성그린캐슬,4,191,102,23,20040525
241,서울특별시 중랑구 망우동 578,한진해모로,3,174,101,12,20070516
242,서울특별시 중랑구 망우동 578,한진해모로,3,174,102,12,20070516
243,서울특별시 중랑구 망우동 578,한진해모로,3,174,103,12,20070516
244,서울특별시 중랑구 망우동 579,한울네세창,1,55,101,11,20050916
245,서울특별시 중랑구 망우동 580,금호어울림(580),11,558,101,15,20060428
246,서울특별시 중랑구 망우동 580,금호어울림(580),11,558,105,15,20060428
247,서울특별시 중랑구 망우동 580,금호어울림(580),11,558,108,15,20060428
248,서울특별시 중랑구 망우동 580,금호어울림(580),11,558,110,14,20060428
249,서울특별시 중랑구 망우동 580,금호어울림(580),11,558,106,14,20060428
250,서울특별시 중랑구 망우동 580,금호어울림(580),11,558,111,14,20060428
251,서울특별시 중랑구 망우동 580,금호어울림(580),11,558,109,14,20060428
252,서울특별시 중랑구 망우동 580,금호어울림(580),11,558,107,14,20060428
253,서울특별시 중랑구 망우동 580,금호어울림(580),11,558,104,15,20060428
254,서울특별시 중랑구 망우동 580,금호어울림(580),11,558,102,14,20060428
255,서울특별시 중랑구 망우동 580,금호어울림(580),11,558,103,15,20060428
256,서울특별시 중랑구 망우동 580-1,금호어울림(580-1),2,128,113,12,20060428
257,서울특별시 중랑구 망우동 580-1,금호어울림(580-1),2,128,112,15,20060428
258,서울특별시 중랑구 신내동 397,동성1,9,1047,1,15,19930205
259,서울특별시 중랑구 신내동 397,동성1,9,1047,9,15,19930205
260,서울특별시 중랑구 신내동 397,동성1,9,1047,8,15,19930205
261,서울특별시 중랑구 신내동 397,동성1,9,1047,7,20,19930205
262,서울특별시 성북구 정릉동 800-95,동일스카이,1,18,동일스카이아파트,5,20101208
263,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,111,13,20100429
264,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,103,14,20100429
265,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,104,14,20100429
266,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,112,14,20100429
267,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,113,14,20100429
268,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,105,14,20100429
269,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,106,14,20100429
270,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,114,9,20100429
271,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,115,14,20100429
272,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,102,14,20100429
273,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,107,14,20100429
274,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,108,13,20100429
275,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,109,8,20100429
276,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,101,14,20100429
277,서울특별시 성북구 하월곡동 228,꿈의숲푸르지오,15,714,110,12,20100429
278,서울특별시 성북구 길음동 1285,길음뉴타운7단지(두산위브),6,449,705,19,20100728
279,서울특별시 성북구 길음동 1285,길음뉴타운7단지(두산위브),6,449,706,13,20100728
280,서울특별시 성북구 길음동 1285,길음뉴타운7단지(두산위브),6,449,701,23,20100728
281,서울특별시 성북구 길음동 1285,길음뉴타운7단지(두산위브),6,449,702,23,20100728
282,서울특별시 성북구 길음동 1285,길음뉴타운7단지(두산위브),6,449,703,23,20100728
283,서울특별시 성북구 길음동 1285,길음뉴타운7단지(두산위브),6,449,704,23,20100728
284,서울특별시 성북구 종암동 134,래미안라센트,10,837,107,24,20110131
285,서울특별시 성북구 종암동 134,래미안라센트,10,837,101,24,20110131
286,서울특별시 성북구 종암동 134,래미안라센트,10,837,108,19,20110131
287,서울특별시 성북구 종암동 134,래미안라센트,10,837,109,19,20110131
288,서울특별시 성북구 종암동 134,래미안라센트,10,837,110,18,20110131
289,서울특별시 성북구 종암동 134,래미안라센트,10,837,102,24,20110131
290,서울특별시 성북구 종암동 134,래미안라센트,10,837,103,24,20110131
291,서울특별시 성북구 종암동 134,래미안라센트,10,837,104,24,20110131
292,서울특별시 성북구 종암동 134,래미안라센트,10,837,105,22,20110131
293,서울특별시 성북구 종암동 134,래미안라센트,10,837,106,24,20110131
294,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,813,23,20100630
295,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,819,14,20100630
296,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,804,23,20100630
297,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,814,24,20100630
298,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,802,18,20100630
299,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,805,15,20100630
300,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,820,15,20100630
301,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,806,26,20100630
302,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,815,18,20100630
303,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,821,10,20100630
304,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,822,9,20100630
305,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,807,26,20100630
306,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,823,11,20100630
307,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,824,11,20100630
308,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,808,13,20100630
309,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,801,13,20100630
310,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,810,26,20100630
311,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,809,25,20100630
312,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,816,18,20100630
313,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,811,26,20100630
314,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,817,15,20100630
315,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,812,26,20100630
316,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,818,17,20100630
317,서울특별시 성북구 길음동 1284,길음뉴타운8단지(래미안),24,1497,803,14,20100630
318,서울특별시 중구 신당동 843,삼성,14,994,102,20,19991222
319,서울특별시 성북구 석관동 10,두산,25,1998,121,25,19980418
320,서울특별시 성북구 석관동 10,두산,25,1998,120,25,19980418
321,서울특별시 성북구 석관동 10,두산,25,1998,119,25,19980418
322,서울특별시 성북구 석관동 10,두산,25,1998,118,25,19980418
323,서울특별시 성북구 석관동 10,두산,25,1998,107,23,19980418
324,서울특별시 성북구 석관동 10,두산,25,1998,105,21,19980418
325,서울특별시 성북구 석관동 10,두산,25,1998,103,23,19980418
326,서울특별시 성북구 석관동 10,두산,25,1998,101,21,19980418
327,서울특별시 성북구 석관동 10,두산,25,1998,124,21,19980418
328,서울특별시 성북구 석관동 10,두산,25,1998,125,20,19980418
329,서울특별시 성북구 석관동 110-2,중앙하이츠,3,315,2,15,19940624
330,서울특별시 성북구 석관동 110-2,중앙하이츠,3,315,1,15,19940624
331,서울특별시 성북구 석관동 110-2,중앙하이츠,3,315,3,15,19940624
332,서울특별시 도봉구 방학동 705-17,퍼스티안,1,135,,13,20130315
333,서울특별시 도봉구 창동 443-4,파크힐,1,19,,10,20130618
334,서울특별시 도봉구 창동 655-7,하이브빌2,1,26,,9,20130819
335,서울특별시 도봉구 창동 7,월가타워,1,120,,17,20131112
336,서울특별시 도봉구 창동 443-1,삼성브래뉴,1,19,,8,20131127
337,서울특별시 도봉구 창동 26,동아,6,600,1,15,19881229
338,서울특별시 도봉구 창동 26,동아,6,600,5,15,19881229
339,서울특별시 도봉구 창동 26,동아,6,600,6,15,19881229
340,서울특별시 도봉구 창동 26,동아,6,600,2,15,19881229
341,서울특별시 도봉구 창동 26,동아,6,600,7,15,19881229
342,서울특별시 도봉구 창동 26,동아,6,600,3,15,19881229
343,서울특별시 도봉구 창동 27,주공19단지(창동리버타운),12,1764,1906,15,19881125
344,서울특별시 도봉구 창동 27,주공19단지(창동리버타운),12,1764,1910,15,19881125
345,서울특별시 도봉구 창동 27,주공19단지(창동리버타운),12,1764,1911,15,19881125
346,서울특별시 도봉구 창동 27,주공19단지(창동리버타운),12,1764,1912,15,19881125
347,서울특별시 도봉구 창동 27,주공19단지(창동리버타운),12,1764,1909,15,19881125
348,서울특별시 도봉구 창동 27,주공19단지(창동리버타운),12,1764,1907,15,19881125
349,서울특별시 도봉구 창동 27,주공19단지(창동리버타운),12,1764,1908,15,19881125
